"ASIN","Brand","Category","SalesRank"
"B07R66GKYX","WOOD LAND","Handmade Products,Toys & Games,Dolls, Toy Figures & Accessories","175"
"B06XG3RK43","Gracefully Made Jewelry","Handmade Products,Jewelry,Necklaces,Pendant","501"
"B079C65VVP","Hereafter","Handmade Products,Stationery & Party Supplies,Stationery,Notecards & Greeting Cards","1034"
"B07D13R6JY","Enjoy The Wood","Handmade Products,Stationery & Party Supplies,Stationery,Books & Journals","534"
"B07VGLC8S1","BusyPuzzle","Handmade Products,Toys & Games,Baby & Toddler Toys","433"
"B015HVACEA","MignonandMignon","Handmade Products,Jewelry,Necklaces,Pendant","865"
"B083V78HC1","Custom T-shirts Printing and Embroidery - Place4Print","Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Linen,Aprons","776"
"B075S21C1S","yinahawaii","Handmade Products,Jewelry,Earrings,Drop & Dangle","316"
"B01DKN2NUI","Petite Boutique","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","207"
"B015JTXR1K","MignonandMignon","Handmade Products,Jewelry,Necklaces,Pendant","1061"
"B08K9BQRKR","MoonlightMakers","Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Linen,Dish Cloths & Towels","1104"
"B015DTI1OY","MignonandMignon","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Bracelets,Charm Bracelets","532"
"B019TQUGM2","Petite Boutique","Handmade Products,Jewelry,Bracelets,Link","1158"
"B015YI5I40","Simple Xpressions","Handmade Products,Jewelry,Rings,Stacking","687"
"B083QNQGJZ","White Harmony","Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques","422"
"B07DMB9J5Q","Bottled Up Designs","Clothing, Shoes & Jewelry,Women,Jewelry,Earrings,Drop & Dangle","102629"
"B07GJJWXRZ","IncredibleDecals","Handmade Products,Baby,Nursery,Nursery Décor,Wall Letters & Numbers","510"
"B075SJ3V42","Sigmo Creations","Handmade Products,Jewelry,Bracelets,Bangle","1671"
"B071DSFGPH","Danique Jewelry","Handmade Products,Jewelry,Necklaces,Pendant","1699"
"B071CQHB8S","Define Design 11","Handmade Products,Handmade Wedding,Wedding Décor,Candles & Holders,Candles","721"
"B01MYNV5HY","Love It Personalized","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","1984"
"B085L8YB9R","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B085L8FLCV","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B085L3MGMF","Metal Studio Jewelry","","0"
"B085KZJ57F","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B085KXCMFG","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B085J1LWR8","RedPaw","Handmade Products,Jewelry,Rings,Stacking","0"
"B085HJ1GTD","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B085HCFW57","","","0"
"B085GHT9KB","EngraveCelebration","Handmade Products,Handmade Wedding,Stationery & Party Supplies,Party Supplies,Place Cards","0"
"B0852YJMT6","Metal Studio Jewelry","Handmade Products,Jewelry,Earrings,Stud","0"
"B08523H2V6","Tribal Asian Textiles","Handmade Products,Home & Kitchen,Bedding,Blankets & Quilts","0"
"B084ZXFZVH","uralstones","Handmade Products,Jewelry,Necklaces,Pendant","661465"
"B084P67N7B","AM Design","Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Wristlets","0"
"B084MLVPPK","Tribal Asian Textiles","Handmade Products,Home & Kitchen,Bedding,Blankets & Quilts","0"
"B084JT1N98","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B084JP2Z1R","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B084JHLDN6","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B0843HYXSB","Bigfoot Ranch Design","Home & Kitchen,Home Décor,Artificial Plants & Flowers,Artificial Flowers","0"
"B083XQBHX4","Everything Beautiful Janet","Handmade Products,Jewelry,Bracelets,Cuff","0"
"B083VZP19V","Sacred Urns Etc Susan Fontaine Pottery","Handmade Products,Home & Kitchen,Home Décor,Vases","0"
"B083P6VSL5","Beverly Zimmer","Handmade Products,Jewelry,Necklaces","0"
"B083LKQF5D","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B083H5HKWL","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B083F1172R","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","496586"
"B083DZFM4K","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B083DYYYL4","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B083DXKJHF","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B083BK1YJL","uralstones","Handmade Products,Jewelry,Rings,Stacking","0"
"B0834CZF3T","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B082VYBMD4","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B082V9L582","Designer Handmade Jewelry","Handmade Products,Jewelry,Rings,Statement","0"
"B082V37ZNH","Hollywood Custom Wigs","Handmade Products,Beauty & Grooming,Hair Care,Hair Styling Accessories,Hair Extensions & Wigs","0"
"B082V37PWW","Hollywood Custom Wigs","Handmade Products,Beauty & Grooming,Hair Care,Hair Styling Accessories,Hair Extensions & Wigs","0"
"B082V2ZY92","Hollywood Custom Wigs","Handmade Products,Beauty & Grooming,Hair Care,Hair Styling Accessories,Hair Extensions & Wigs","0"
"B082SG4SQ3","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B082MQ4C3V","uralstones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B082MPCY3Z","uralstones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B082MNN5GM","uralstones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B082LPF3F5","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B082L4GWHY","TATUL","Handmade Products,Jewelry,Necklaces,Chain","1008346"
"B082DML1CZ","Jewelry Infinite","Handmade Products,Jewelry,Rings,Statement","0"
"B082BBWCD8","uralstones","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B082982LYT","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B08297G2D6","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B0829721MC","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B08287N2W6","Jewelry Infinite","Handmade Products,Jewelry,Necklaces","0"
"B0823Z1WNJ","zoozjewelry","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Earrings,Stud Earrings","0"
"B081RKDNPH","Manta Ray Bliss Hawaii Handmade Jewelry","Handmade Products,Jewelry,Earrings,Stud","0"
"B081FFTTRT","RedPaw","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B081F7RPZK","CamHarness","Handmade Products,Electronics Accessories,Camera & Photo Accessories","0"
"B081D7ZKQP","uralstones","Handmade Products,Jewelry,Rings,Stacking","0"
"B081D13R6F","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CZ7HTW","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CZ2HVT","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CY6JQP","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CY37QT","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CXRZCP","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CVY4XJ","","","683075"
"B081CP7LVT","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B081CNNHL1","","Home & Kitchen,Home Décor,Candles & Holders,Candleholders","0"
"B08XR23DB1","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08XQY3TJC","RedPaw","Handmade Products,Jewelry,Rings,Statement","0"
"B08XPCMMY5","Ameogem Jewellery","Handmade Products,Jewelry,Rings,Statement","0"
"B08XP9KT2T","Ameogem Jewellery","Handmade Products,Jewelry,Rings,Solitaire","0"
"B08XJVQK5J","","Handmade Products,Jewelry,Necklaces","0"
"B08XJSSSY2","","Handmade Products,Jewelry,Necklaces","0"
"B08X6LYDQC","Ameogem Jewellery","Handmade Products,Jewelry,Rings,Statement","0"
"B08X284KB5","With Love For You","Handmade Products,Jewelry,Necklaces","0"
"B08X1WG21B","With Love For You","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08WWHHPVN","","Handmade Products,Jewelry,Rings,Statement","0"
"B08WVK28BY","Wondrous Wreaths","Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Wreaths","0"
"B08WQ6SX7D","","Handmade Products,Jewelry,Necklaces","0"
"B08WQ2W2FX","","Handmade Products,Jewelry,Necklaces","0"
"B08WK979TQ","RedPaw","Handmade Products,Jewelry,Rings,Statement","0"
"B08W9KYMYM","RedPaw","Handmade Products,Jewelry,Rings,Statement","0"
"B08W8RCV2B","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08W8NCMR7","Justine House of Millinery","Handmade Products,Clothing, Shoes & Accessories,Women,Accessories,Hats & Caps,Fedoras & Trilby Hats","0"
"B08W4R37CM","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08W43BG2Y","","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08W41SKFS","","Handmade Products,Jewelry,Necklaces,Chain","0"
"B08W3DV97W","","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08VWV9W77","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08VWPJRJR","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08VWBZ7TY","","Handmade Products,Jewelry,Brooches, Buttons & Pins,Brooches","0"
"B08VQFG5JL","","Handmade Products,Jewelry,Rings,Statement","0"
"B08VPVW4LM","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08VJNSR63","","Handmade Products,Jewelry,Necklaces","0"
"B08VHZGJBS","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B08VHYTQBQ","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08VHY4FG1","","Handmade Products,Home & Kitchen,Artwork,Paintings","0"
"B08VGG25TQ","Pieces of Light emannyb","Handmade Products,Jewelry,Necklaces","0"
"B08VDNSLLL","Ameogem Jewellery","Handmade Products,Jewelry,Rings,Band","0"
"B08V9497YD","","Handmade Products,Jewelry,Necklaces","0"
"B08V93NWR4","","Home & Kitchen,Furniture,Home Office Furniture,Home Office Furniture Sets","0"
"B08V8LTPKC","","Handmade Products,Jewelry,Necklaces","0"
"B08V85QY5T","","Handmade Products,Jewelry,Necklaces","0"
"B08TX1Z5TS","","Handmade Products,Jewelry,Necklaces","0"
"B08TX1FKNZ","","Handmade Products,Jewelry,Necklaces","0"
"B08TX16JY1","","Handmade Products,Jewelry,Necklaces","0"
"B08TWZHB6R","","Handmade Products,Jewelry,Necklaces","0"
"B08TVLV67J","","","0"
"B08TTYXJW1","Tribal Asian Textiles","Home & Kitchen,Bedding,Blankets & Throws,Throws","0"
"B08TMV48WK","LIVING FLAGS STORE","Handmade Products,Home & Kitchen,Artwork,Prints","0"
"B08TJ64S2P","CroatianJewelryCraft","Handmade Products,Jewelry,Necklaces,Strand","0"
"B08T1XQM5N","Papa Panda","Handmade Products,Clothing, Shoes & Accessories,Baby,Baby Girls,Clothing,Dresses","0"
"B08T1TK6JB","RedPaw","Handmade Products,Jewelry,Rings,Statement","0"
"B08SW45T5K","LIVING FLAGS STORE","Handmade Products,Home & Kitchen,Artwork,Prints","0"
"B08SQT1Z3X","Artisan Pipe Designs","Handmade Products,Health & Personal Care,Personal Care","0"
"B08SQ2Y79K","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08SMN7CQZ","Tribal Asian Textiles","Home & Kitchen,Bedding,Blankets & Throws,Throws","0"
"B08SM2Q7TT","RedPaw","Handmade Products,Jewelry,Bracelets,Cuff","0"
"B08SLDJSJB","Artisan Pipe Designs","Handmade Products,Health & Personal Care,Personal Care","0"
"B08SJWF6DC","Indian","Handmade Products,Home & Kitchen,Kitchen & Dining,Cookware","1005344"
"B08SJSJ58C","Indian","Handmade Products,Home & Kitchen,Kitchen & Dining,Cookware","0"
"B08SCHKGP3","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08SCF9HTK","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08SCDTMJQ","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08SC7FCZ6","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08SC4RPYF","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08SBXGVW4","Tribal Asian Textiles","Home & Kitchen,Bedding,Blankets & Throws,Throws","0"
"B0922YNQVB","zoozjewelry","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Earrings,Stud Earrings","0"
"B091NP1YWP","Ameogem Jewellery","Handmade Products,Jewelry,Rings,Statement","0"
"B0919Z3J82","Ameogem Jewellery","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B0919NQC6V","Sofia's Bijoux","Handmade Products,Jewelry,Necklaces,Choker","0"
"B0917KMYNW","","Handmade Products,Jewelry,Necklaces","0"
"B0917KD4WW","","Handmade Products,Jewelry,Necklaces","0"
"B0917K5X67","","Handmade Products,Jewelry,Necklaces","0"
"B0917K5HGZ","","Handmade Products,Jewelry,Necklaces","0"
"B0917JHF6W","","Handmade Products,Jewelry,Necklaces","0"
"B0916GYQML","Wire Bonsai Art","Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Figurines","0"
"B0914V744M","Ameogem Jewellery","Handmade Products,Jewelry,Necklaces","0"
"B08ZSFN3RV","Sofia's Bijoux","Handmade Products,Jewelry,Necklaces,Choker","0"
"B08ZJS8T7Q","Sofia's Bijoux","Handmade Products,Jewelry,Necklaces,Choker","0"
"B08ZJ4MTCM","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08ZC9PWLJ","earthernwear","Handmade Products,Clothing, Shoes & Accessories,Women,Clothing,Dresses","0"
"B08ZC9LS9M","earthernwear","Handmade Products,Clothing, Shoes & Accessories,Women,Clothing,Dresses","0"
"B08Z8CRP2Q","SaBellaNee Boutique","Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques","0"
"B08Z2ZJQQX","Sofia's Bijoux","Handmade Products,Jewelry,Necklaces,Choker","0"
"B08YZCCH8Z","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08YX1MY7B","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08YS9N5GK","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08YPHQ9HQ","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08YN26TNP","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08YMTL51K","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08YKJ2FJ8","","Handmade Products,Jewelry,Necklaces","0"
"B08YKH763L","","Handmade Products,Jewelry,Necklaces","0"
"B08Y7XW9WQ","Artisan Pipe Designs","Handmade Products,Health & Personal Care,Personal Care","0"
"B08Y66LQS1","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08Y66C2MF","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08Y65YDQS","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08Y64HCN2","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08Y63CH3G","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08Y639BHJ","JAZZJ","Handmade Products,Jewelry,Necklaces,Choker","0"
"B08Y5YQ48S","Loft Style Life","Handmade Products,Home & Kitchen,Lighting,Wall Lighting Fixtures","0"
"B08XZHN3XD","","Handmade Products,Home & Kitchen,Kitchen & Dining,Containers & Storage","0"
"B08XXW863P","","Handmade Products,Jewelry,Necklaces","0"
"B08XW72XN5","Wondrous Wreaths","Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Wreaths","0"
"B08XW61YNC","","Handmade Products,Jewelry,Necklaces","0"
"B08XVWD9X7","","Handmade Products,Jewelry,Necklaces","0"
"B07V44G18K","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B07V43LG3J","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B07V43198H","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B07V3FK5TB","uralstones","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B07V378LZG","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B07V36JCT1","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B07V23GGTV","","Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Cups, Mugs & Saucers,Cups","0"
"B07V1Y6SVY","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B07TYPM7Y4","BeAPillowholic","Home & Kitchen,Bedding,Blankets & Throws,Throws","0"
"B07TTXFM27","sis handbags","Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Totes","0"
"B07TS7VY43","Rafael Jewelry Designer","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B07TRWN35P","Rafael Jewelry Designer","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B07TBX3HB2","Rafael Jewelry Designer","Handmade Products,Jewelry,Necklaces","0"
"B07T724HHT","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07T563G34","uralstones","Handmade Products,Jewelry,Brooches, Buttons & Pins,Brooches","0"
"B07T42RVMX","uralstones","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B07SX4TLS2","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B07SW2DWBZ","FABERGE5194","Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants","0"
"B07SW11MLQ","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07SVDHD11","uralstones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07ST3H92P","uralstones","Handmade Products,Jewelry,Rings,Stacking","0"
"B07ST2THPW","uralstones","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B07SSW73Q4","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07SSL76GZ","earthernwear","Handmade Products,Clothing, Shoes & Accessories,Women,Clothing,Dresses","0"
"B07SR8D5W2","uralstones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07SQNTNJ1","FABERGE5194","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07SN8LPFX","The Confetti Home","Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques","0"
"B07SN6LWJ6","The Confetti Home","Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques","0"
"B07SHWZ6D1","The Confetti Home","Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques","0"
"B07SGLZXLW","InfinityLoveCo","Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags","1008664"
"B07SCJ3CVM","Capra Leather","Handmade Products,Electronics Accessories,Laptop Accessories,Bags, Cases & Sleeves,Sleeves","680255"
"B07S65TV8W","Capra Leather","Handmade Products,Electronics Accessories,Laptop Accessories,Bags, Cases & Sleeves,Sleeves","0"
"B07S2YFFSQ","uralstones","Handmade Products,Jewelry,Jewelry Sets","0"
"B07RZC973M","sis handbags","Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Totes","0"
"B07RWKFCJ8","uralstones","Handmade Products,Jewelry,Rings,Statement","0"
"B07RP5KFNK","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07RHH5BJL","InfinityLoveCo","Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags","0"
"B07RDCMBJR","EVA ROMANI","","652684"
"B07R78PFL3","Z Create Design","Handmade Products,Stationery & Party Supplies,Party Supplies,Decorations","0"
"B07R72VVRY","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07R62NXZ3","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07R3FQWQK","Lavish Event Design","Handmade Products,Stationery & Party Supplies,Party Supplies,Centerpieces","0"
"B07R32FDSY","uralstones","Handmade Products,Jewelry,Jewelry Sets","0"
"B07R1ZQP5H","Marty Magic Jewelry","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07R1YDDFG","uralstones","Handmade Products,Jewelry,Rings,Stacking","0"
"B07QZWNBM7","uralstones","Handmade Products,Jewelry,Rings,Statement","0"
"B07QZBWS87","Bamboo BG","Handmade Products,Home & Kitchen,Lighting,Lamps,Bedside & Table Lamps","0"
"B07QYB2S2H","the united jewelry","Handmade Products,Jewelry,Rings,Midi","0"
"B07QX3PWXT","uralstones","Handmade Products,Jewelry,Brooches, Buttons & Pins,Brooches","0"
"B07QV4MNF3","Bamboo BG","Handmade Products,Home & Kitchen,Lighting,Lamps,Bedside & Table Lamps","0"
"B07QS42KZK","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07QQYS63G","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07QQYQZDY","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07QNV378W","Bamboo BG","Handmade Products,Home & Kitchen,Lighting,Lamps,Bedside & Table Lamps","0"
"B07QNQPGDH","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07QMSCCGX","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B07QMF7CZH","AdornDC","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B07QL85MQT","5plus","Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Totes","0"
"B07QC5T8MY","Tigrani Silver","Handmade Products,Jewelry,Necklaces","0"
"B07Q5G1DMK","uralstones","Handmade Products,Jewelry,Necklaces","0"
"B08NP4MN77","artyStones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08NP2NSXZ","artyStones","Handmade Products,Jewelry,Necklaces,Pendant","0"
"B08NCVM16T","","Handmade Products,Jewelry,Rings,Statement","0"
"B08NCVG396","","Handmade Products,Jewelry,Rings,Statement","0"
"B08NCRQHF9","","Handmade Products,Jewelry,Rings,Statement","0"
"B08NCGHTH6","","Handmade Products,Jewelry,Rings,Statement","0"
"B08NCDRGN2","","Handmade Products,Jewelry,Rings,Statement","0"
"B08NC1S3KC","","Handmade Products,Jewelry,Rings,Statement","0"
"B08NBZX9L7","","Handmade Products,Jewelry,Rings,Statement","0"
"B08N6T2RST","carpettappeto","Handmade Products,Home & Kitchen,Home Décor","0"
"B08N1BHNWG","","Handmade Products,Jewelry,Rings,Statement","0"
"B08N1B7QJY","","Handmade Products,Jewelry,Rings,Statement","0"
"B08N1B55RM","","Handmade Products,Jewelry,Rings,Statement","0"
"B08N18GG82","","Handmade Products,Jewelry,Rings,Statement","0"
"B08N187MXT","","Handmade Products,Jewelry,Earrings,Drop & Dangle","0"
"B08N17H44Q","","Handmade Products,Jewelry,Rings,Statement","0"
"B08N15DZY5","","","0"
